iter	Logloss
387	0.006072654264
388	0.006051466678
389	0.00603017498
390	0.006009232435
391	0.005987664378
392	0.005966141015
393	0.005944790882
394	0.005923754713
395	0.005902505057
396	0.005882416655
397	0.005861621485
398	0.005841675267
399	0.005821707324
400	0.005801867175
401	0.005782228086
402	0.005762766473
403	0.005743210064
404	0.005723917013
405	0.005705280759
406	0.005686405243
407	0.005667720041
408	0.005649147732
409	0.005630786314
410	0.00561252952
411	0.005594630963
412	0.005576768636
413	0.005558678027
414	0.005541075325
415	0.005523797974
416	0.005506134005
417	0.005488710021
418	0.005471911154
419	0.00545477753
420	0.005438000505
421	0.005421621866
422	0.005404747464
423	0.005388402774
424	0.005372125448
425	0.005351837537
426	0.005335267673
427	0.005319523795
428	0.005299175857
429	0.005283418632
430	0.005268206117
431	0.005248293321
432	0.005233444748
433	0.00521783549
434	0.005198653583
435	0.0051838196
436	0.005168724012
437	0.005155656961
438	0.005140063019
439	0.005125511536
440	0.005107047569
441	0.00509161651
442	0.005075933982
443	0.005064244781
444	0.005049382863
445	0.005034190313
446	0.005022606865
447	0.005007858572
448	0.004992824553
449	0.004981379461
450	0.004966993441
451	0.004952049354
452	0.004940923809
453	0.004926936198
454	0.004912061847
455	0.004897981932
456	0.004886432419
457	0.004872655486
458	0.004858490408
459	0.004847453329
460	0.004833721513
461	0.004819691156
462	0.004806239565
463	0.00479559447
464	0.004781919264
465	0.004768977308
466	0.004758293725
467	0.004745299308
468	0.004731717022
469	0.004719324446
